price,bedroom,hsize,lsize,location,facility
1700000000 ,3,86,96,Malang,
465000000 ,2,56,72,Perak,
850000000 ,3,70,60,Lowokwaru,
1000000000 ,2,60,58,Blimbing,2.0
1400000000 ,3,70,126,Lowokwaru,
725000000 ,3,65,96,Lowokwaru,
2500000000 ,5,275,225,Malang,
1500000000 ,5,130,152,Sukun,
650000000 ,3,70,105,Lowokwaru,
3650000000 ,4,600,380,Malang,
671000000 ,3,57,66,Dau,
1700000000 ,2,80,112,Blimbing,
550000000 ,2,60,112,Blimbing,
3500000000 ,2,150,454,Lowokwaru,
4700000000 ,3,300,343,Sukun,
15000000000 ,11,340,420,Lowokwaru,
678000000 ,2,60,70,Sukun,
2700000000 ,9,220,234,Lowokwaru,
825000000 ,3,100,91,Klojen,
298000000 ,2,30,60,Sukun,
2500000000 ,3,170,225,Blimbing,
8000000000 ,7,200,594,Malang,
525000000 ,2,54,86,Blimbing,4.0
11000000000 ,6,600,975,Pisangcandi,8.0
667000000 ,3,90,90,Sukun,8.0
3600000000 ,18,380,200,Lowokwaru,
335800000 ,2,50,80,Dau,7.0
1250000000 ,3,71,101,Mojolangu,7.0
1500000000 ,3,180,210,Lowokwaru,7.0
399000000 ,65,60,60,Malang,
850000000 ,3,96,175,Malang,
700000000 ,3,80,97,Klojen,
680000000 ,2,46,81,Blimbing,2.0
685000000 ,3,100,89,Singosari,6.0
624666000 ,2,54,80,65152,4.0
2500000000 ,3,108,264,Sukun,
700000000 ,3,100,60,Lowokwaru,
6000000000 ,5,300,390,Lowokwaru,8.0
621000000 ,3,62,80,Dau,
1450000000 ,4,140,110,Blimbing,
4900000000 ,4,200,300,Sukun,
3500000000 ,3,300,351,Sukun,
2300000000 ,4,300,280,Blimbing,
675000000 ,3,75,84,Ploso,1.0
775000000 ,3,187,187,Malang,4.0
1650000000 ,3,150,160,Polowijen,3.0
300000000 ,2,60,60,Malang,
1250000000 ,3,82,135,Sukun,
250000000 ,2,30,72,Tajinan,
2800000000 ,4,290,200,Blimbing,6.0
800000000 ,3,70,105,Kedungkandang,2.0
1200000000 ,2,75,98,Sukun,
750000000 ,4,90,72,Kedungkandang,
600000000 ,4,232,232,Malang,
1750000000 ,5,150,98,Kedungkandang,2.0
600000000 ,2,90,84,Lowokwaru,
510000000 ,2,80,80,Malang,4.0
700000000 ,3,100,60,Lowokwaru,
5000000000 ,5,300,378,Malang,
2500000000 ,12,180,110,Lowokwaru,6.0
2411000000 ,3,144,187,Sukun,
1200000000 ,5,150,144,Sukun,
169000000 ,2,30,60,Bululawang,9.0
650000000 ,2,80,101,Malang,
4000000000 ,6,360,220,Lowokwaru,
595000000 ,2,150,84,Dau,2.0
3000000000 ,4,190,216,Sukun,1.0
1450000000 ,4,90,121,Lowokwaru,
1700000000 ,5,230,240,Sengkaling,
3000000000 ,7,600,320,Tunjungsekar,15.0
3800000000 ,6,350,328,Buah-Buahan,
6180000000 ,5,400,518,Blimbing,
5200000000 ,3,350,203,Klojen,
345000000 ,2,75,75,Malang,1.0
725000000 ,2,80,135,Blimbing,
2600000000 ,3,350,200,Pakis,
1400000000 ,5,170,240,Tidar,
635000000 ,2,55,83,Tunggulwulung,18.0
525000000 ,2,45,113,Sukun,
376600000 ,2,40,69,Ploso,9.0
1950000000 ,3,140,185,Sukun,4.0
565000000 ,3,100,84,Sawojajar,
1500000000 ,3,185,148,Sukun,
1250000000 ,11,180,126,Lowokwaru,
1540000000 ,3,90,100,Lowokwaru,
395000000 ,2,65,72,MALANG,
530000000 ,2,45,105,Malang,
641000000 ,3,65,71,Blimbing,
1800000000 ,5,286,264,Samaan,
700000000 ,3,54,90,Madu,5.0
450000000 ,2,50,77,Sawojajar,2.0
2300000000 ,4,250,155,Blimbing,
900000000 ,5,143,143,Blimbing,
615000000 ,2,60,102,Blimbing,
2500000000 ,4,320,180,Kedungkandang,
420000000 ,2,70,70,Purwantoro,
975000000 ,3,160,185,Pakis,2.0
365000000 ,2,60,84,Pakis,
1550000000 ,4,200,130,Lowokwaru,
1450000000 ,4,159,126,Malang,
1500000000 ,3,160,200,Dieng,
850000000 ,2,150,145,Blimbing,
950000000 ,2,90,120,Blimbing,
5950000000 ,5,500,360,Blimbing,6.0
900000000 ,5,143,143,Blimbing,
2150000000 ,3,100,225,Araya,
1100000000 ,3,120,90,Hatta,
1600000000 ,3,90,201,Dau,
1200000000 ,4,200,135,Malang,7.0
1750000000 ,4,145,288,Lowokwaru,
1400000000 ,3,144,119,Blimbing,
375000000 ,2,45,75,Malang,
2200000000 ,3,200,162,Lowokwaru,
750000000 ,2,112,112,Blimbing,
530000000 ,2,50,72,Lowokwaru,5.0
1100000000 ,4,91,180,Malang,7.0
1034000000 ,2,75,98,Blimbing,6.0
285000000 ,2,41,60,Pakis,
700000000 ,2,70,91,Karangbesuki,2.0
595000000 ,4,135,84,Dau,4.0
620000000 ,2,64,106,Sukun,
1400000000 ,3,144,119,Blimbing,
3350000000 ,25,432,263,Lowokwaru,
2700000000 ,5,300,216,Tidar,
519000000 ,2,45,72,Tunjungsekar,8.0
4000000000 ,3,300,240,Araya,
750000000 ,2,50,80,Lowokwaru,
515000000 ,2,36,83,Blimbing,
730000000 ,3,62,83,Lowokwaru,
1544000000 ,3,90,101,Lowokwaru,
240000000 ,1,27,74,Rampalcelaket,7.0
1700000000 ,4,170,200,Araya,
1200000000 ,2,48,85,Lowokwaru,
1000000000 ,5,100,164,Malang,
285000000 ,2,50,50,Malang,
830000000 ,3,86,96,Lowokwaru,
450000000 ,2,42,69,Merjosari,2.0
1100000000 ,3,150,91,Lowokwaru,
1100000000 ,6,154,140,Malang,
1200000000 ,3,165,240,Sukun,
4500000000 ,4,300,240,Blimbing,6.0
125000000 ,2,30,30,Wagir,
850000000 ,4,99,124,Klojen,
1200000000 ,8,200,93,Gondo,
975000000 ,3,70,108,Lowokwaru,
3600000000 ,4,200,540,Blimbing,
300000000 ,2,64,64,Malang,
400000000 ,2,46,60,Lowokwaru,
525000000 ,2,50,65,Blimbing,
300000000 ,2,40,84,Kedungkandang,
550000000 ,3,80,65,Lowokwaru,
9750000000 ,5,400,505,Lowokwaru,
1800000000 ,4,171,124,Sukun,1.0
465000000 ,3,63,72,Lowokwaru,
1050000000 ,4,220,85,MALANG,
750000000 ,9,240,120,Blimbing,
240000000 ,1,27,74,Pandanwangi,7.0
800000000 ,14,210,70,Lowokwaru,
1975000000 ,4,185,225,Lowokwaru,
699000000 ,3,105,105,Malang,2.0
468000000 ,2,45,70,Lowokwaru,
1300000000 ,3,105,108,Malang,4.0
1350000000 ,2,172,92,Sukun,3.0
650000000 ,3,145,120,Sawojajar,1.0
4000000000 ,4,400,450,Malang,
1450000000 ,4,150,160,Blimbing,5.0
2875000000 ,4,181,150,Lowokwaru,
540000000 ,2,40,63,Lowokwaru,
850000000 ,6,150,142,TlogomasMalang,2.0
485000000 ,2,45,72,Lowokwaru,
925000000 ,3,121,121,Malang,
1600000000 ,4,180,198,Blimbing,
475000000 ,2,40,60,Tombro,
1550000000 ,2,100,129,Penanggungan,
1700000000 ,4,170,200,Blimbing,4.0
400000000 ,3,45,80,Dinoyo,
600000000 ,2,81,81,Lowokwaru,2.0
1900000000 ,6,300,177,Klojen,3.0
600000000 ,3,75,85,Malang,1.0
1150000000 ,3,75,112,Dau,7.0
1350000000 ,5,210,175,Sukun,
420000000 ,2,52,76,Gura,
5600000000 ,5,330,330,Klojen,
2200000000 ,4,200,203,Dau,
995000000 ,4,140,72,Sukun,22.0
975000000 ,3,130,140,Lowokwaru,2.0
1500000000 ,8,200,123,Lowokwaru,6.0
975000000 ,2,85,108,Sawojajar,
600000000 ,3,120,60,Singosari,7.0
615000000 ,2,75,75,Blimbing,
790000000 ,3,120,89,Sukun,
1300000000 ,3,97,91,Blimbing,
135000000 ,2,27,60,Tumpang,3.0
4250000000 ,6,400,403,Sukun,
3000000000 ,5,275,333,Klojen,
525000000 ,3,70,100,Lowokwaru,
975000000 ,2,85,108,Sawojajar,
565000000 ,3,57,70,Lowokwaru,
1500000000 ,3,120,170,Araya,
325000000 ,2,40,60,Lesanpuro,
1900000000 ,5,150,180,Lowokwaru,
650000000 ,2,66,70,Dau,
1100000000 ,3,125,124,Malang,
267000000 ,2,32,60,Kedungkandang,
800000000 ,3,126,79,Blimbing,
575000000 ,2,70,102,Malang,
1000000000 ,3,90,153,Blimbing,
295000000 ,2,30,60,Kedungkandang,3.0
468000000 ,2,45,70,Lowokwaru,
850000000 ,3,150,105,Blimbing,4.0
1200000000 ,2,155,142,Blimbing,2.0
875000000 ,3,100,127,Lowokwaru,
1300000000 ,30,560,280,Malang,1.0
1450000000 ,3,90,126,Lowokwaru,
550000000 ,3,80,65,Lowokwaru,
900000000 ,2,42,72,Sukun,
1400000000 ,2,130,72,Kasri,5.0
4800000000 ,5,500,405,Blimbing,5.0
6500000000 ,4,350,518,Lowokwaru,
970000000 ,2,75,77,Blimbing,
308000000 ,2,30,63,Blimbing,
4500000000 ,7,300,450,Sukun,
2500000000 ,3,225,150,Dieng,
529000000 ,3,70,42,Lowokwaru,2.0
247000000 ,2,32,60,Kedungkandang,3.0
3250000000 ,8,400,262,Lowokwaru,8.0
850000000 ,2,85,93,Klojen,
369000000 ,2,50,60,Kedungkandang,
750000000 ,3,100,140,Sukun,
925000000 ,3,100,120,Malang,
3000000000 ,3,110,211,Malang,
2350000000 ,6,400,298,Lowokwaru,
775000000 ,3,90,188,Kedungkandang,6.0
700000000 ,3,70,71,Lowokwaru,1.0
730000000 ,2,60,102,Blimbing,
1850000000 ,4,105,105,Blimbing,6.0
600000000 ,3,75,99,Balearjosari,6.0
600000000 ,2,50,86,Malang,
2800000000 ,3,108,264,Klojen,
400000000 ,1,64,72,Kedungkandang,5.0
400000000 ,2,54,77,Dau,
426000000 ,2,42,66,Kedungkandang,1.0
4200000000 ,33,555,555,Rahayu,
425000000 ,3,46,60,Lowokwaru,
850000000 ,3,62,98,Malang,
7500000000 ,45,654,654,Lowokwaru,
589000000 ,3,54,72,Lowokwaru,
400000000 ,2,50,72,Lowokwaru,
825000000 ,4,150,91,Lowokwaru,
600000000 ,2,70,126,Besuki,
499000000 ,3,50,72,Lowokwaru,
535000000 ,2,45,79,Lowokwaru,2.0
1150000000 ,2,75,90,Sukun,
1800000000 ,3,200,225,Sukun,1.0
7500000000 ,5,430,796,Hatta,
1300000000 ,3,90,130,Tidar,
5000000000 ,4,167,673,Lowokwaru,
475000000 ,2,45,81,Malang,
600000000 ,3,75,99,Balearjosari,6.0
910000000 ,2,80,143,Sukun,
1150000000 ,4,91,91,Lowokwaru,
625000000 ,3,47,121,Lowokwaru,4.0
515000000 ,2,78,78,Lowokwaru,4.0
1400000000 ,3,110,129,Lowokwaru,5.0
950000000 ,4,130,84,Lowokwaru,
570000000 ,3,50,73,Lowokwaru,8.0
3200000000 ,3,170,407,Klojen,
840500000 ,3,88,88,Pakis,3.0
355000000 ,2,40,57,Madu,4.0
640000000 ,3,72,72,Malang,
2200000000 ,3,150,203,Klojen,
400000000 ,2,42,100,Kedungkandang,
1130000000 ,3,120,99,Lowokwaru,
350000000 ,2,38,60,Lowokwaru,
575000000 ,2,113,74,Singosari,
700000000 ,2,84,50,Dau,
335000000 ,2,36,72,Lowokwaru,
1700000000 ,3,130,120,Hills,
970000000 ,3,98,88,Lowokwaru,
850000000 ,3,75,143,Bandungrejosari,
950000000 ,4,200,206,Lowokwaru,
1500000000 ,3,275,157,Klojen,
550000000 ,1,70,79,Arok,7.0
1200000000 ,4,159,126,Lowokwaru,1.0
680000000 ,2,46,81,Blimbing,4.0
1500000000 ,5,350,240,Klojen,
3000000000 ,5,200,210,Lowokwaru,6.0
5750000000 ,5,300,441,Sukun,3.0
2600000000 ,4,185,200,Lowokwaru,
775000000 ,2,60,96,Pisangcandi,
160000000 ,2,30,60,Gondanglegi,
1600000000 ,26,288,98,Malang,
650000000 ,2,66,60,Sukun,
346697500 ,2,36,77,Dau,5.0
700000000 ,6,150,64,Lowokwaru,
375000000 ,2,50,70,Blimbing,
975000000 ,3,110,112,Blimbing,
1000000000 ,8,140,110,Lowokwaru,15.0
525000000 ,3,79,79,Malang,4.0
850000000 ,2,50,93,Lowokwaru,2.0
2200000000 ,4,180,120,Araya,
5000000000 ,4,650,375,Blimbing,16.0
4800000000 ,5,500,405,Purwantoro,
420000000 ,2,84,84,Dau,
1300000000 ,4,145,145,Tunjungsekar,
1350000000 ,4,175,150,Blimbing,
215000000 ,2,40,52,Sukun,
950000000 ,4,200,206,Lowokwaru,
850000000 ,3,75,143,Bandungrejosari,
565000000 ,3,57,70,Lowokwaru,
1300000000 ,3,90,109,Lowokwaru,
685000000 ,2,65,89,Tasikmadu,
1300000000 ,2,200,220,Rampalcelaket,2.0
2750000000 ,5,200,100,Araya,
1330000000 ,5,250,120,Hatta,
683000000 ,3,60,69,Lowokwaru,
875000000 ,2,116,116,Sukun,
1800000000 ,3,146,200,Blimbing,
250000000 ,2,30,90,Ploso,
1500000000 ,11,198,115,Lowokwaru,5.0
6000000000 ,4,450,370,Blimbing,
2000000000 ,3,180,240,Blimbing,
1700000000 ,2,86,228,Blimbing,
1500000000 ,3,170,103,Lowokwaru,1.0
975000000 ,3,110,112,Blimbing,
899000000 ,8,142,72,Lowokwaru,
494000000 ,2,36,97,Tidar,
475000000 ,2,54,105,Lowokwaru,3.0
925000000 ,2,75,149,Lowokwaru,6.0
450000000 ,2,45,72,Ploso,6.0
700000000 ,2,70,96,Lowokwaru,9.0
2600000000 ,4,260,157,Blimbing,
650000000 ,3,70,82,Lowokwaru,
680000000 ,2,46,81,Blimbing,2.0
580000000 ,3,120,120,Malang,
514000000 ,3,54,72,Lowokwaru,
1100000000 ,4,150,108,Dau,1.0
700000000 ,2,80,108,Sukun,
3250000000 ,5,300,357,Tidar,
540000000 ,2,60,72,Sulfat,
5000000000 ,3,400,312,Blimbing,
310000000 ,2,46,72,Lowokwaru,7.0
2000000000 ,6,300,200,Sukun,3.0
435000000 ,2,40,68,Dinoyo,
2300000000 ,4,110,216,Lowokwaru,
2700000000 ,4,204,240,Blimbing,
319000000 ,2,40,112,Kedungkandang,
2700000000 ,5,300,280,Blimbing,
341000000 ,2,45,76,Blimbing,
1250000000 ,5,210,175,Sukun,5.0
650000000 ,2,70,165,Dau,
2900000000 ,6,120,339,Lowokwaru,
1700000000 ,2,86,228,Blimbing,
900000000 ,3,95,86,Dinoyo,
1350000000 ,4,200,130,Blimbing,3.0
475000000 ,2,54,77,Dau,
975000000 ,4,80,83,Lowokwaru,
985000000 ,3,100,150,Malang,
5500000000 ,55,1000,454,Lowokwaru,1.0
1200000000 ,4,144,72,Lowokwaru,
850000000 ,4,72,135,Blimbing,
1100000000 ,3,140,83,Lowokwaru,
890000000 ,8,142,72,Lowokwaru,
5000000000 ,4,167,673,Dau,
1100000000 ,3,110,76,Lowokwaru,
750000000 ,1,90,112,Ploso,
12000000000 ,5,325,553,Klojen,
1800000000 ,4,145,135,Lowokwaru,
1600000000 ,3,160,234,Blimbing,
7000000000 ,8,400,556,JINGGA,
2900000000 ,6,120,339,Lowokwaru,3.0
475000000 ,2,70,70,Sukun,
3200000000 ,6,180,332,Lowokwaru,
330000000 ,2,45,75,Lowokwaru,3.0
450000000 ,2,50,60,Malang,11.0
490000000 ,3,54,98,Malang,
4900000000 ,7,310,324,Blimbing,
231000000 ,2,30,73,Lowokwaru,
471000000 ,2,36,69,Blimbing,
1400000000 ,3,90,72,Lowokwaru,
2500000000 ,3,300,277,Malang,
850000000 ,4,99,124,Suprapto,
1500000000 ,4,170,126,Hatta,
1000000000 ,4,100,169,Blimbing,
1144000000 ,3,105,112,Lowokwaru,3.0
2850000000 ,4,251,239,Blimbing,
1250000000 ,3,100,120,Blimbing,3.0
3300000000 ,4,300,506,Blimbing,
1450000000 ,6,280,275,Lowokwaru,
625000000 ,2,60,112,Sukun,
2900000000 ,4,200,210,Lowokwaru,
1275000000 ,2,100,105,Sukun,
2900000000 ,4,200,294,Sukun,
424000000 ,2,48,66,Lowokwaru,5.0
1540000000 ,3,90,100,Lowokwaru,
3300000000 ,8,260,407,Blimbing,
600000000 ,2,45,86,Lowokwaru,2.0
360000000 ,2,62,88,Sukun,4.0
730000000 ,2,45,98,Sukun,
1400000000 ,4,150,150,MALANG,
295000000 ,2,54,128,Ploso,
350000000 ,2,55,72,Malang,
1150000000 ,10,165,107,Lowokwaru,2.0
700000000 ,3,72,115,Lowokwaru,
850000000 ,2,45,123,Arumba,
17000000000 ,6,1000,900,Blimbing,7.0
1200000000 ,5,150,144,Sukun,1.0
330000000 ,2,42,42,Lowokwaru,2.0
1490000000 ,3,116,116,suhat,2.0
1950000000 ,4,240,160,Araya,
750000000 ,3,70,105,TONDANO,
275000000 ,2,36,60,Malang,
420000000 ,3,60,77,Wonokoyo,5.0
3300000000 ,3,250,300,Lowokwaru,5.0
899000000 ,8,142,72,Lowokwaru,
495000000 ,2,52,81,Sukun,4.0
600000000 ,2,45,88,Lowokwaru,
478000000 ,3,56,60,Dinoyo,2.0
775000000 ,3,124,124,Lowokwaru,
1450000000 ,4,120,147,Lowokwaru,
400000000 ,2,40,71,Lowokwaru,7.0
1695000000 ,3,170,240,Blimbing,
4000000000 ,10,1292,507,Blimbing,3.0
700000000 ,3,60,88,Lowokwaru,
243000000 ,2,32,54,Ploso,
850000000 ,4,180,106,Singosari,
280000000 ,2,60,84,Wagir,
3300000000 ,3,300,200,Lowokwaru,
410000000 ,2,65,85,Malang,3.0
3000000000 ,4,200,210,Lowokwaru,5.0
1400000000 ,3,75,150,Lowokwaru,8.0
1550000000 ,5,140,78,Malang,
615000000 ,3,80,65,Dau,
1300000000 ,7,250,108,Blimbing,4.0
4200000000 ,7,250,356,Blimbing,
760000000 ,2,47,113,Sukun,
1200000000 ,4,90,116,Araya,
850000000 ,2,66,90,Blimbing,4.0
11000000000 ,36,800,411,Lowokwaru,
1250000000 ,3,110,159,Lowokwaru,
1500000000 ,4,167,188,Sengkaling,
500000000 ,2,31,40,Madyopuro,1.0
1600000000 ,2,100,120,Klojen,5.0
1400000000 ,4,200,231,Dieng,
7500000000 ,3,350,404,Klojen,5.0
689000000 ,3,65,72,Lowokwaru,
950000000 ,3,130,100,Lowokwaru,
2700000000 ,12,450,300,Malang,
900000000 ,2,75,178,Malang,
2700000000 ,4,150,144,Lowokwaru,4.0
3500000000 ,4,375,250,Blimbing,
2000000000 ,6,200,300,Estate,
350000000 ,2,38,60,Lowokwaru,
1700000000 ,4,126,116,Hatta,
1500000000 ,3,70,170,Malang,6.0
850000000 ,2,90,120,Blimbing,3.0
365000000 ,2,36,60,Blimbing,
400000000 ,2,70,72,MALANG,
471000000 ,2,36,69,Lowokwaru,
1000000000 ,3,143,203,Blimbing,6.0
514000000 ,3,54,72,Dau,
2800000000 ,6,290,200,Blimbing,5.0
225000000 ,2,40,64,Gondanglegi,4.0
2750000000 ,4,250,200,Blimbing,
1300000000 ,7,250,108,Blimbing,4.0
351000000 ,2,33,60,Dau,
1900000000 ,5,300,105,Lowokwaru,
1800000000 ,12,186,93,Lowokwaru,3.0
735000000 ,3,45,120,Lowokwaru,
1900000000 ,4,100,352,Dau,
950000000 ,2,70,135,Blimbing,
3000000000 ,3,165,200,Sukun,
1900000000 ,2,55,105,Lowokwaru,5.0
594000000 ,3,70,76,Ploso,12.0
450000000 ,2,50,60,Lowokwaru,
350000000 ,2,36,60,Dau,2.0
6700000000 ,6,575,375,Polowijen,7.0
235000000 ,2,30,90,Ploso,15.0
1500000000 ,3,144,119,Blimbing,13.0
1800000000 ,6,100,150,Klojen,
3000000000 ,14,325,248,Lowokwaru,
1000000000 ,2,57,132,Blimbing,
899000000 ,5,62,103,Madu,1.0
2650000000 ,4,250,300,Blimbing,
825000000 ,4,120,140,Lowokwaru,5.0
950000000 ,4,160,122,BU,
850000000 ,2,90,120,Blimbing,3.0
2950000000 ,13,253,85,Lowokwaru,
350000000 ,2,36,60,Lowokwaru,
2100000000 ,7,180,283,Sengkaling,
12000000000 ,7,600,525,Lowokwaru,2.0
1000000000 ,3,143,203,Blimbing,6.0
4300000000 ,6,450,300,Sukun,
300000000 ,2,40,65,Kedungkandang,
210000000 ,2,30,60,Pakis,5.0
1700000000 ,3,170,170,Blimbing,
1700000000 ,3,136,136,Sukun,
790000000 ,1,100,68,Lowokwaru,
755000000 ,3,90,132,Ploso,1.0
2200000000 ,4,150,180,Mojolangu,3.0
1900000000 ,3,110,258,Lowokwaru,4.0
1200000000 ,5,225,250,Singosari,3.0
2600000000 ,5,250,240,Purwantoro,8.0
550000000 ,2,45,45,Gadang,5.0
,2,60,60,Kedungkandang,
500000000 ,2,100,81,Malang,
12000000000 ,7,700,525,Dowo,3.0
2500000000 ,3,150,150,Lowokwaru,
1280000000 ,3,210,140,Lowokwaru,6.0
120000000 ,2,36,60,Pakisaji,2.0
675000000 ,3,100,109,MALANG,
229000000 ,2,40,72,Ploso,
2500000000 ,4,145,165,Blimbing,8.0
750000000 ,3,100,140,Karangbesuki,4.0
8500000000 ,5,215,847,Lowokwaru,6.0
850000000 ,4,120,253,Malang,
289000000 ,2,36,103,Tumpang,3.0
925000000 ,3,130,97,Blimbing,
1750000000 ,3,101,198,Tidar,
1800000000 ,16,265,145,Blimbing,
450000000 ,3,50,60,Singosari,9.0
2925000000 ,2,120,172,Dieng,
938000000 ,3,115,108,II,7.0
900000000 ,4,68,121,Lowokwaru,
450000000 ,4,90,90,Malang,
875000000 ,4,100,107,Blimbing,
800000000 ,2,110,140,Sengkaling,
1350000000 ,4,200,200,Malang,1.0
5500000000 ,4,300,435,Lowokwaru,3.0
1500000000 ,4,180,139,Sukun,3.0
7000000000 ,3,400,450,Malang,
3210510000 ,3,172,200,Blimbing,
350000000 ,2,105,96,Malang,
300000000 ,2,40,84,Kedungkandang,
2595000000 ,3,182,180,Blimbing,
1000000000 ,3,100,119,Lowokwaru,
800000000 ,3,75,85,Klojen,
3000000000 ,4,190,249,TIDAR,
9000000000 ,8,825,600,Blimbing,
350000000 ,2,56,60,Wagir,5.0
699000000 ,2,50,84,Ploso,
2700000000 ,2,142,108,Lowokwaru,
5500000000 ,6,310,140,Klojen,4.0
1225000000 ,9,250,127,Sukun,
580000000 ,2,84,84,Malang,
1650000000 ,3,130,181,Klojen,
12500000000 ,7,550,525,Dowo,7.0
365000000 ,2,36,60,Lowokwaru,
900000000 ,2,54,131,43,
800000000 ,3,90,118,Malang,
450000000 ,2,47,93,Dau,
350000000 ,2,120,60,Ploso,
1800000000 ,3,180,264,Lowokwaru,
1500000000 ,11,198,115,Lowokwaru,5.0
1200000000 ,3,120,132,Malang,
8900000000 ,7,650,400,Dieng,
920000000 ,2,126,98,Lowokwaru,
950000000 ,2,70,135,Blimbing,4.0
250000000 ,2,30,90,Ploso,18.0
110000000 ,4,91,180,Malang,7.0
400000000 ,2,82,78,Lowokwaru,
6500000000 ,6,385,500,Lowokwaru,
1500000000 ,3,200,128,Blimbing,2.0
1250000000 ,9,165,92,Lowokwaru,
5500000000 ,4,350,450,Malang,
3950000000 ,7,300,310,Blimbing,
290000000 ,2,36,60,Singosari,6.0
2300000000 ,3,275,300,Polowijen,2.0
660000000 ,3,57,64,Dau,
850000000 ,2,65,88,Blimbing,
219000000 ,2,36,66,Ploso,
2250000000 ,4,160,180,GOLF,
1250000000 ,3,110,144,Dieng,
350000000 ,2,36,60,Malang,3.0
645000000 ,2,47,84,Blimbing,4.0
800000000 ,3,168,84,Tidar,
544000000 ,2,45,70,Lowokwaru,
900000000 ,2,54,131,43,
820000000 ,3,75,105,Malang,
3500000000 ,4,200,222,Blimbing,
1250000000 ,4,174,174,Lowokwaru,
229000000 ,2,40,72,Ploso,
1400000000 ,3,80,128,Dowo,3.0
875000000 ,3,99,75,Blimbing,5.0
1200000000 ,4,140,104,Blimbing,1.0
3500000000 ,4,200,150,Lowokwaru,
825000000 ,2,72,96,Malang,
1250000000 ,5,210,175,Malang,
980000000 ,2,60,100,Blimbing,
825000000 ,3,72,109,Blimbing,
950000000 ,3,130,100,Lowokwaru,
1550000000 ,5,105,117,Lowokwaru,
1700000000 ,9,202,180,Blimbing,
1700000000 ,3,110,88,Batu,
2200000000 ,4,200,315,Malang,4.0
386000000 ,2,42,72,Sukun,3.0
2750000000 ,4,200,250,Tidar,
1100000000 ,6,130,104,Kota,5.0
220000000 ,2,36,72,Ploso,22.0
530000000 ,2,38,69,Blimbing,2.0
