price,bedroom,hsize,lsize,location_bin
750.0,3.0,90.0,59.0,Klojen
400.0,2.0,50.0,72.0,Lowokwaru
710.0,2.0,50.0,100.0,Lowokwaru
600.0,3.0,50.0,72.0,Lowokwaru
900.0,3.0,115.0,107.0,Blimbing
2200.0,4.0,134.0,120.0,Lowokwaru
415.0,3.0,42.0,65.0,Lowokwaru
545.0,2.0,75.0,75.0,Blimbing
591.0,2.0,45.0,83.0,other
1600.0,5.0,250.0,250.0,other
600.0,2.0,50.0,134.0,Lowokwaru
2600.0,4.0,200.0,200.0,Blimbing
2600.0,4.0,200.0,315.0,Blimbing
709.0,3.0,80.0,75.0,other
470.0,3.0,90.0,90.0,other
325.0,2.0,46.0,60.0,other
5300.0,5.0,300.0,338.0,Lowokwaru
750.0,3.0,70.0,60.0,Blimbing
680.0,5.0,72.0,80.0,other
300.0,2.0,40.0,84.0,Kedungkandang
5500.0,3.0,100.0,289.0,Lowokwaru
2100.0,3.0,100.0,225.0,other
950.0,5.0,156.0,105.0,Kedungkandang
3512.0,4.0,255.0,210.0,other
575.0,2.0,58.0,72.0,Blimbing
325.0,2.0,40.0,60.0,Kedungkandang
2950.0,5.0,400.0,255.0,Lowokwaru
1530.0,4.0,200.0,177.0,Lowokwaru
600.0,2.0,50.0,130.0,Lowokwaru
1100.0,3.0,100.0,135.0,Klojen
2400.0,5.0,270.0,160.0,Blimbing
980.0,2.0,110.0,134.0,Lowokwaru
2000.0,3.0,125.0,160.0,Blimbing
1200.0,3.0,75.0,149.0,Lowokwaru
365.0,2.0,36.0,60.0,other
563.0,2.0,54.0,86.0,Lowokwaru
201.0,2.0,60.0,30.0,other
499.0,3.0,80.0,98.0,other
709.0,3.0,80.0,75.0,other
315.0,2.0,22.0,72.0,other
400.0,3.0,65.0,60.0,Blimbing
825.0,2.0,70.0,133.0,Sukun
825.0,3.0,124.0,124.0,Blimbing
1500.0,4.0,120.0,126.0,Blimbing
675.0,3.0,90.0,90.0,other
3200.0,6.0,400.0,342.0,Blimbing
300.0,2.0,40.0,84.0,Kedungkandang
310.0,2.0,60.0,84.0,other
2100.0,3.0,100.0,225.0,other
800.0,3.0,133.0,133.0,Lowokwaru
980.0,3.0,200.0,270.0,other
1100.0,3.0,250.0,190.0,Blimbing
275.0,2.0,42.0,90.0,other
226.0,1.0,21.0,98.0,other
350.0,2.0,45.0,77.0,other
950.0,3.0,80.0,103.0,other
335.0,2.0,52.0,84.0,other
492.0,3.0,56.0,60.0,other
4250.0,5.0,800.0,509.0,Klojen
3300.0,3.0,250.0,300.0,Blimbing
255.0,2.0,40.0,63.0,other
1400.0,3.0,162.0,162.0,other
320.0,2.0,40.0,80.0,other
499.0,2.0,78.0,98.0,Sukun
1200.0,2.0,70.0,120.0,Klojen
300.0,2.0,36.0,72.0,other
850.0,2.0,80.0,100.0,Blimbing
3300.0,6.0,350.0,401.0,other
765.0,2.0,80.0,100.0,Blimbing
180.0,2.0,40.0,60.0,Kedungkandang
1300.0,3.0,100.0,120.0,Blimbing
330.4,2.0,50.0,77.0,Kedungkandang
850.0,3.0,150.0,84.0,Lowokwaru
675.0,3.0,70.0,103.0,other
5750.0,4.0,500.0,491.0,Blimbing
314.0,2.0,30.0,60.0,Sukun
975.0,3.0,100.0,109.0,Lowokwaru
450.0,2.0,50.0,60.0,other
600.0,2.0,50.0,72.0,Lowokwaru
2975.0,3.0,300.0,250.0,Blimbing
3500.0,4.0,254.0,280.0,other
850.0,3.0,100.0,120.0,Blimbing
3000.0,4.0,192.0,192.0,Lowokwaru
3000.0,3.0,70.0,211.0,Lowokwaru
650.0,3.0,55.0,72.0,Lowokwaru
980.0,3.0,200.0,270.0,other
1350.0,3.0,227.0,127.0,Sukun
5500.0,6.0,500.0,375.0,Blimbing
2500.0,4.0,260.0,157.0,Lowokwaru
399.0,3.0,39.0,60.0,other
1550.0,3.0,161.0,161.0,Klojen
1000.0,3.0,148.0,148.0,other
500.0,2.0,60.0,72.0,Sukun
180.0,2.0,40.0,60.0,Kedungkandang
950.0,2.0,55.0,105.0,other
800.0,4.0,130.0,63.0,other
725.0,3.0,70.0,72.0,Blimbing
640.0,3.0,72.0,72.0,other
515.0,3.0,70.0,42.0,Blimbing
5000.0,3.0,410.0,270.0,Lowokwaru
675.0,3.0,70.0,103.0,other
244.0,2.0,38.0,60.0,other
940.0,3.0,200.0,100.0,Blimbing
2500.0,5.0,378.0,189.0,other
370.0,3.0,60.0,85.0,other
1200.0,4.0,110.0,144.0,Klojen
300.0,2.0,50.0,75.0,other
7000.0,5.0,750.0,546.0,Blimbing
1200.0,4.0,150.0,170.0,Blimbing
980.0,3.0,200.0,270.0,other
1000.0,2.0,180.0,126.0,Blimbing
900.0,2.0,71.0,98.0,other
455.0,3.0,48.0,70.0,Lowokwaru
6800.0,4.0,510.0,430.0,Klojen
217.0,2.0,32.0,60.0,Kedungkandang
525.0,2.0,65.0,83.0,other
800.0,6.0,290.0,88.0,Klojen
174.0,2.0,28.0,60.0,other
199.0,2.0,21.0,66.0,other
400.0,2.0,42.0,69.0,other
1400.0,4.0,129.0,200.0,Blimbing
650.0,3.0,96.0,96.0,Lowokwaru
150.0,2.0,32.0,60.0,other
300.0,2.0,40.0,72.0,Kedungkandang
515.0,3.0,70.0,42.0,Blimbing
565.0,2.0,48.0,84.0,other
275.0,2.0,40.0,60.0,other
264.999999,2.0,39.0,42.0,other
900.0,3.0,105.0,113.0,other
473.0,2.0,40.0,67.0,Sukun
1800.0,3.0,400.0,300.0,other
1200.0,4.0,110.0,144.0,Klojen
3300.0,5.0,500.0,675.0,Lowokwaru
5500.0,4.0,280.0,295.0,Lowokwaru
421.0,2.0,38.0,60.0,other
355.0,3.0,52.0,70.0,other
3200.0,3.0,150.0,200.0,Sukun
249.0,2.0,25.0,60.0,other
1000.0,2.0,180.0,126.0,Blimbing
2750.0,5.0,400.0,286.0,Blimbing
1025.0,2.0,90.0,90.0,other
900.0,2.0,71.0,98.0,Sukun
400.0,2.0,40.0,70.0,other
1750.0,5.0,240.0,123.0,Lowokwaru
1700.0,6.0,193.0,173.0,Lowokwaru
1895.0,4.0,155.0,120.0,Lowokwaru
850.0,2.0,50.0,93.0,Lowokwaru
1500.0,3.0,152.0,152.0,other
1150.0,3.0,125.0,102.0,Blimbing
650.0,2.0,70.0,95.0,other
1350.0,3.0,121.0,135.0,other
1500.0,2.0,120.0,168.0,Lowokwaru
155.0,1.0,21.0,50.0,other
600.0,2.0,70.0,92.0,other
350.0,2.0,55.0,84.0,other
1250.0,3.0,120.0,120.0,Lowokwaru
1500.0,5.0,130.0,130.0,other
3400.0,5.0,328.0,300.0,Blimbing
1890.0,5.0,152.0,180.0,Blimbing
1100.0,4.0,120.0,135.0,Blimbing
700.0,2.0,45.0,80.0,other
701.5,2.0,75.0,98.0,other
1700.0,4.0,140.0,130.0,other
3700.0,3.0,225.0,225.0,other
650.0,3.0,370.0,407.0,other
3025.0,4.0,200.0,325.0,Sukun
2000.0,5.0,200.0,260.0,other
1750.0,4.0,275.0,135.0,Blimbing
1250.0,3.0,100.0,136.0,other
840.0,2.0,115.0,71.0,Lowokwaru
900.0,3.0,90.0,117.0,Blimbing
790.0,3.0,180.0,89.0,Sukun
1530.0,4.0,200.0,177.0,Lowokwaru
1900.0,3.0,99.0,99.0,other
1800.0,6.0,200.0,126.0,Lowokwaru
275.0,2.0,36.0,72.0,Kedungkandang
1150.0,3.0,125.0,102.0,Blimbing
2500.0,3.0,180.0,162.0,Lowokwaru
650.0,2.0,70.0,95.0,other
435.0,2.0,50.0,80.0,Kedungkandang
314.0,1.0,23.0,60.0,Sukun
570.0,2.0,36.0,78.0,other
2250.0,3.0,150.0,212.0,Blimbing
650.0,2.0,70.0,90.0,Lowokwaru
425.0,2.0,54.0,72.0,other
400.0,2.0,56.0,70.0,Sukun
1700.0,5.0,105.0,117.0,Lowokwaru
1250.0,3.0,120.0,120.0,Lowokwaru
700.0,2.0,45.0,80.0,other
1000.0,3.0,72.0,136.0,Lowokwaru
1700.0,4.0,140.0,130.0,other
1250.0,4.0,80.0,80.0,Lowokwaru
3700.0,3.0,225.0,225.0,other
495.0,2.0,59.0,81.0,Sukun
2800.0,6.0,200.0,174.0,Lowokwaru
1500.0,4.0,112.0,112.0,other
975.0,3.0,75.0,98.0,Lowokwaru
250.0,2.0,36.0,66.0,other
1550.0,4.0,200.0,177.0,Lowokwaru
1100.0,2.0,120.0,126.0,other
1350.0,3.0,110.0,120.0,Blimbing
985.0,3.0,72.0,136.0,other
1800.0,5.0,195.0,200.0,Klojen
1600.0,3.0,120.0,120.0,Blimbing
1800.0,3.0,400.0,300.0,other
325.0,2.0,36.0,60.0,other
2100.0,4.0,160.0,275.0,other
1350.0,2.0,172.0,92.0,Sukun
850.0,3.0,80.0,78.0,Lowokwaru
1350.0,4.0,200.0,130.0,Blimbing
3500.0,4.0,210.0,270.0,other
1250.0,3.0,100.0,126.0,Lowokwaru
656.0,3.0,70.0,91.0,other
1800.0,5.0,195.0,200.0,Klojen
810.0,2.0,58.0,60.0,Blimbing
920.0,2.0,126.0,98.0,Lowokwaru
400.0,2.0,60.0,93.0,other
425.0,3.0,58.0,68.0,other
576.0,2.0,40.0,72.0,other
750.0,2.0,36.0,78.0,Sukun
992.0,2.0,75.0,92.0,Blimbing
4500.0,5.0,250.0,400.0,Lowokwaru
1100.0,5.0,178.0,121.0,other
442.0,3.0,60.0,116.0,other
1250.0,2.0,85.0,147.0,other
760.0,2.0,47.0,113.0,Sukun
256.5,2.0,36.0,66.0,other
750.0,3.0,50.0,75.0,Lowokwaru
900.0,3.0,80.0,114.0,Blimbing
550.0,2.0,70.0,131.0,Lowokwaru
1150.0,2.0,75.0,90.0,Sukun
1300.0,3.0,100.0,190.0,Lowokwaru
335.0,2.0,52.0,84.0,Kedungkandang
600.0,2.0,50.0,86.0,Blimbing
780.0,3.0,110.0,91.0,Sukun
2730.0,5.0,182.0,180.0,Blimbing
850.0,2.0,54.0,74.0,Blimbing
1530.0,4.0,200.0,177.0,Lowokwaru
1200.0,4.0,100.0,162.0,other
575.0,2.0,50.0,70.0,other
770.0,2.0,45.0,89.0,Blimbing
1750.0,3.0,102.0,98.0,Lowokwaru
700.0,4.0,135.0,98.0,Kedungkandang
650.0,2.0,70.0,165.0,other
1800.0,4.0,190.0,216.0,other
615.0,3.0,65.0,80.0,other
620.0,2.0,45.0,100.0,Lowokwaru
455.0,2.0,45.0,72.0,Lowokwaru
2000.0,3.0,110.0,216.0,other
3950.0,6.0,300.0,356.0,other
1600.0,3.0,80.0,119.0,Lowokwaru
1800.0,4.0,145.0,180.0,Sukun
1550.0,3.0,80.0,133.0,Lowokwaru
250.0,2.0,30.0,63.0,other
1100.0,3.0,70.0,106.0,Lowokwaru
725.0,3.0,65.0,84.0,Blimbing
750.0,2.0,40.0,72.0,Lowokwaru
1500.0,4.0,151.0,159.0,other
1100.0,3.0,112.0,590.0,other
150.0,2.0,32.0,60.0,other
575.0,2.0,83.0,83.0,Blimbing
890.0,2.0,60.0,80.0,other
700.0,2.0,63.0,98.0,other
900.0,2.0,40.0,96.0,Kedungkandang
365.0,2.0,36.0,60.0,Lowokwaru
227.0,2.0,39.0,43.0,other
1750.0,3.0,200.0,161.0,Blimbing
650.0,2.0,45.0,85.0,other
800.0,2.0,60.0,254.0,other
225.0,2.0,36.0,73.0,other
360.0,2.0,36.0,72.0,Lowokwaru
3250.0,5.0,250.0,205.0,other
1500.0,3.0,92.0,141.0,Lowokwaru
850.0,3.0,100.0,135.0,other
900.0,3.0,120.0,212.0,Sukun
5000.0,4.0,280.0,320.0,Sukun
250.0,2.0,30.0,63.0,other
365.0,2.0,36.0,60.0,Blimbing
725.0,3.0,65.0,84.0,Blimbing
1000.0,2.0,100.0,140.0,other
349.7895,2.0,36.0,65.0,other
750.0,2.0,40.0,72.0,Lowokwaru
500.0,2.0,50.0,84.0,other
775.0,3.0,90.0,69.0,other
1100.0,3.0,112.0,590.0,other
5200.0,4.0,280.0,345.0,other
1600.0,3.0,160.0,155.0,other
720.0,2.0,45.0,87.0,other
400.0,2.0,60.0,60.0,other
675.0,3.0,83.0,96.0,other
7000.0,5.0,525.0,502.0,other
1800.0,4.0,171.0,124.0,Sukun
750.0,3.0,135.0,141.0,other
365.0,2.0,36.0,60.0,Lowokwaru
350.0,2.0,36.0,60.0,other
1400.0,4.0,129.0,200.0,other
596.0,2.0,60.0,82.0,other
800.0,2.0,48.0,87.0,Lowokwaru
1650.0,3.0,160.0,170.0,other
281.75,2.0,36.0,103.0,other
7000.0,4.0,350.0,400.0,Sukun
750.0,3.0,50.0,75.0,Lowokwaru
850.0,3.0,100.0,135.0,other
1400.0,3.0,122.0,96.0,Kedungkandang
2500.0,6.0,200.0,225.0,Kedungkandang
2500.0,3.0,275.0,216.0,Blimbing
5500.0,6.0,200.0,338.0,other
545.0,3.0,55.0,70.0,other
2107.0,5.0,200.0,301.0,Lowokwaru
290.0,3.0,60.0,70.0,other
2950.0,4.0,150.0,328.0,other
650.0,2.0,36.0,78.0,other
538.0,3.0,65.0,72.0,Sukun
600.0,2.0,60.0,70.0,Blimbing
7000.0,5.0,525.0,502.0,other
990.0,3.0,100.0,72.0,Sukun
575.0,2.0,55.0,72.0,Blimbing
5500.0,5.0,350.0,322.0,Sukun
3750.0,4.0,250.0,300.0,other
425.0,3.0,56.0,66.0,other
1750.0,3.0,130.0,209.0,Klojen
1600.0,6.0,270.0,250.0,Lowokwaru
3000.0,3.0,300.0,210.0,Blimbing
1750.0,5.0,250.0,234.0,Lowokwaru
450.0,2.0,50.0,60.0,Lowokwaru
314.0,2.0,30.0,60.0,Sukun
2850.0,4.0,366.0,183.0,other
280.0,2.0,56.0,105.0,Kedungkandang
7000.0,4.0,350.0,400.0,Sukun
2800.0,6.0,360.0,250.0,Sukun
1400.0,3.0,122.0,96.0,Kedungkandang
2500.0,6.0,200.0,225.0,Kedungkandang
243.0,2.0,32.0,54.0,other
545.0,3.0,55.0,70.0,other
1800.0,5.0,230.0,119.0,Lowokwaru
2950.0,4.0,150.0,328.0,other
2500.0,4.0,300.0,161.0,Lowokwaru
650.0,2.0,36.0,78.0,other
750.0,3.0,97.0,63.0,Blimbing
750.0,3.0,97.0,63.0,Blimbing
590.0,3.0,70.0,57.0,other
350.0,2.0,40.0,66.0,Kedungkandang
425.0,3.0,56.0,66.0,other
3750.0,4.0,250.0,300.0,other
243.0,2.0,32.0,54.0,other
300.0,2.0,40.0,84.0,Kedungkandang
165.0,2.0,36.0,60.0,other
315.0,2.0,42.0,65.0,Kedungkandang
365.0,2.0,52.0,84.0,Kedungkandang
450.0,2.0,50.0,60.0,Lowokwaru
425.0,2.0,40.0,71.0,other
2850.0,4.0,366.0,183.0,other
475.0,2.0,46.0,70.0,other
775.0,2.0,60.0,120.0,other
2800.0,6.0,360.0,250.0,Sukun
800.0,3.0,50.0,112.0,other
800.0,2.0,48.0,87.0,Sukun
850.0,3.0,110.0,110.0,other
550.0,3.0,65.0,64.0,other
2500.0,4.0,300.0,161.0,Lowokwaru
325.0,2.0,36.0,60.0,other
330.0,2.0,38.0,60.0,other
8000.0,4.0,500.0,525.0,Klojen
3000.0,6.0,230.0,301.0,other
1300.0,2.0,76.0,135.0,Klojen
6000.0,6.0,250.0,318.0,Klojen
930.0,3.0,80.0,111.0,Lowokwaru
238.0,2.0,39.0,46.0,other
585.38,2.0,90.0,45.0,other
3500.0,6.0,300.0,180.0,Lowokwaru
850.0,3.0,50.0,84.0,other
315.0,2.0,42.0,65.0,Kedungkandang
725.0,2.0,75.0,75.0,other
365.0,2.0,52.0,84.0,Kedungkandang
892.343,3.0,80.0,111.0,other
475.0,2.0,46.0,70.0,other
750.0,3.0,80.0,75.0,other
775.0,2.0,60.0,120.0,other
625.0,3.0,47.0,120.0,Lowokwaru
6250.0,5.0,500.0,360.0,Blimbing
2000.0,4.0,150.0,205.0,Lowokwaru
550.0,3.0,65.0,64.0,other
600.0,2.0,70.0,92.0,other
3500.0,4.0,250.0,300.0,Lowokwaru
3000.0,6.0,230.0,301.0,other
225.0,2.0,36.0,48.0,Kedungkandang
265.0,2.0,50.0,50.0,other
1650.0,3.0,150.0,160.0,Blimbing
415.0,2.0,40.0,70.0,other
199.0,2.0,21.0,66.0,other
700.0,3.0,80.0,84.0,other
300.0,2.0,40.0,68.0,other
325.0,3.0,50.0,74.0,other
238.0,2.0,39.0,46.0,other
545.0,3.0,58.0,66.0,other
1250.0,3.0,150.0,101.0,other
225.0,2.0,36.0,60.0,other
1530.0,4.0,200.0,177.0,Lowokwaru
5750.0,3.0,257.0,384.0,Blimbing
1100.0,4.0,160.0,126.0,Lowokwaru
480.0,2.0,45.0,77.0,other
394.0,2.0,72.0,72.0,other
2000.0,3.0,150.0,220.0,Blimbing
300.0,2.0,77.0,77.0,other
170.0,2.0,28.0,60.0,other
525.0,2.0,54.0,72.0,Lowokwaru
1300.0,4.0,100.0,128.0,other
4500.0,5.0,300.0,395.0,Blimbing
1030.0,2.0,117.0,127.0,other
1100.0,3.0,122.0,184.0,other
2400.0,5.0,270.0,160.0,Blimbing
850.0,3.0,93.0,93.0,Blimbing
465.0,3.0,95.0,140.0,other
1300.0,3.0,200.0,176.0,other
3550.0,5.0,400.0,240.0,other
380.0,2.0,36.0,60.0,other
550.0,3.0,56.0,70.0,other
889.0,3.0,120.0,180.0,other
2400.0,4.0,250.0,200.0,Blimbing
7000.0,4.0,500.0,450.0,Blimbing
465.0,3.0,95.0,140.0,other
5000.0,5.0,345.0,404.0,Blimbing
5000.0,6.0,350.0,555.0,other
335.0,3.0,52.0,84.0,Kedungkandang
1300.0,4.0,170.0,96.0,other
1800.0,5.0,250.0,131.0,Blimbing
938.0,3.0,63.0,82.0,Sukun
1100.0,4.0,160.0,126.0,Lowokwaru
380.0,3.0,60.0,60.0,other
850.0,4.0,80.0,159.0,Blimbing
3000.0,3.0,225.0,225.0,other
2400.0,5.0,270.0,160.0,Blimbing
286.0,1.0,22.0,72.0,Kedungkandang
700.0,4.0,164.0,82.0,other
525.0,3.0,70.0,100.0,Lowokwaru
1600.0,3.0,100.0,161.0,other
450.0,2.0,72.0,72.0,Kedungkandang
3750.0,3.0,375.0,250.0,Blimbing
2400.0,3.0,90.0,123.0,Lowokwaru
900.0,3.0,70.0,147.0,Blimbing
261.5448,2.0,80.0,80.0,Kedungkandang
1180.0,4.0,114.0,97.0,Blimbing
975.0,2.0,66.0,90.0,Blimbing
2400.0,4.0,250.0,200.0,Blimbing
355.0,2.0,45.0,70.0,other
335.0,3.0,52.0,84.0,Kedungkandang
499.0,2.0,38.0,63.0,other
5500.0,4.0,375.0,450.0,Klojen
3500.0,5.0,400.0,350.0,Lowokwaru
1500.0,3.0,275.0,157.0,Klojen
2500.0,4.0,200.0,240.0,Klojen
850.0,4.0,80.0,159.0,Blimbing
2580.0,4.0,260.0,157.0,Blimbing
220.0,2.0,36.0,60.0,other
4200.0,3.0,244.0,240.0,Blimbing
700.0,4.0,164.0,82.0,other
660.0,3.0,60.0,98.0,other
450.0,2.0,72.0,72.0,Kedungkandang
254.0,2.0,36.0,79.0,other
875.0,4.0,125.0,256.0,other
135.0,2.0,36.0,60.0,Sukun
245.0,2.0,36.0,90.0,other
535.0,2.0,36.0,83.0,other
1180.0,4.0,114.0,97.0,Blimbing
3500.0,5.0,250.0,364.0,Klojen
5500.0,5.0,500.0,375.0,Blimbing
400.0,2.0,49.0,75.0,other
355.0,2.0,45.0,70.0,other
235.0,2.0,40.0,72.0,other
5000.0,3.0,240.0,498.0,other
499.0,2.0,38.0,63.0,other
5500.0,4.0,375.0,450.0,Klojen
878.0,2.0,70.0,96.0,Sukun
2500.0,4.0,200.0,240.0,Klojen
277.0,2.0,30.0,63.0,other
7000.0,5.0,350.0,400.0,Sukun
3250.0,4.0,264.0,280.0,Sukun
787.0,2.0,54.0,94.0,Sukun
885.0,4.0,110.0,115.0,Lowokwaru
1100.0,3.0,120.0,203.0,Lowokwaru
500.0,2.0,50.0,130.0,other
6000.0,6.0,250.0,657.0,Lowokwaru
1100.0,4.0,91.0,180.0,Blimbing
5000.0,3.0,350.0,450.0,other
670.0,3.0,65.0,90.0,other
1100.0,4.0,90.0,177.0,Sukun
1500.0,4.0,350.0,234.0,other
3150.0,6.0,350.0,200.0,Blimbing
2600.0,4.0,200.0,200.0,Blimbing
3000.0,4.0,220.0,460.0,Lowokwaru
950.0,4.0,160.0,184.0,other
485.0,4.0,150.0,80.0,other
,3.0,36.0,76.0,Kedungkandang
550.0,2.0,80.0,80.0,Blimbing
5500.0,5.0,500.0,375.0,Blimbing
,,,,
2100.0,4.0,280.0,250.0,Blimbing
775.0,2.0,45.0,87.0,other
1550.0,3.0,98.0,153.0,Blimbing
275.0,2.0,40.0,60.0,Kedungkandang
3500.0,6.0,300.0,250.0,other
458.0,2.0,45.0,77.0,other
1900.0,5.0,250.0,131.0,Blimbing
5550.0,6.0,500.0,375.0,Blimbing
2250.0,4.0,320.0,254.0,other
875.0,3.0,110.0,117.0,Blimbing
3500.0,4.0,264.0,280.0,Lowokwaru
549.0,2.0,55.0,60.0,other
5000.0,5.0,400.0,586.0,Lowokwaru
750.0,3.0,150.0,150.0,Lowokwaru
1500.0,4.0,150.0,156.0,other
675.0,3.0,70.0,103.0,Blimbing
600.0,2.0,40.0,72.0,Lowokwaru
850.0,2.0,73.0,106.0,other
1500.0,4.0,150.0,200.0,other
575.0,3.0,140.0,86.0,Kedungkandang
750.0,5.0,150.0,121.0,other
975.0,3.0,80.0,66.0,other
1700.0,2.0,150.0,257.0,other
575.0,3.0,140.0,86.0,Kedungkandang
675.0,2.0,36.0,91.0,Blimbing
1200.0,3.0,125.0,126.0,Blimbing
